establecimiento_nombre,localidad_nombre,provincia_nombre,departamento_nombre
CENTRO DE SALUD FRONTERA,FRONTERA,SANTA FE,CASTELLANOS
CENTRO DE SALUD BARRIO SAN ROQUE,FRONTERA,SANTA FE,CASTELLANOS
GERIATRICO MODELO  (PRIVADO) CASA DEL SOL,FRONTERA,SANTA FE,CASTELLANOS
CENTRO DE SALUD GARIBALDI,GARIBALDI,SANTA FE,CASTELLANOS
SAMCO HUMBERTO PRIMO,HUMBERTO PRIMO,SANTA FE,CASTELLANOS
CENTRO DE SALUD JOSEFINA,JOSEFINA,SANTA FE,CASTELLANOS
CENTRO DE SALUD BARRIO ACAPULCO Y VERA CRUZ,JOSEFINA,SANTA FE,CASTELLANOS
CENTRO DE SALUD LEHMANN,LEHMANN,SANTA FE,CASTELLANOS
SAMCO MARIA JUANA,MARIA JUANA,SANTA FE,CASTELLANOS
GERIATRICO DR. CARLOS BACILE (EX MA JUANA),MARIA JUANA,SANTA FE,CASTELLANOS
CENTRO DE SALUD PLAZA CLUCELLAS,PLAZA CLUCELLAS,SANTA FE,CASTELLANOS
POSTA SANITARIA PUESTO CHICO,PUESTO CHICO,TUCUMÁN,LEALES
POSTA SANITARIA PUMA POZO,PUMA POZO,TUCUMÁN,LEALES
CENTRO DE SALUD ROMERA POZO,ROMERA POZO,TUCUMÁN,LEALES
CENTRO MEDICO DEL SUBSIDIO DE SALUD,BELLA VISTA,TUCUMÁN,LEALES
HOSPITAL CENTRO DE SALUD BELLA VISTA DR. GUILLERMO SALAZAR,BELLA VISTA,TUCUMÁN,LEALES
MOVIL DE TRASLADO PEDRAZA,BELLA VISTA,TUCUMÁN,LEALES
CENTRO MEDICO RICARDO C. MORA,BELLA VISTA,TUCUMÁN,LEALES
CENTRO AVELLANEDA,BELLA VISTA,TUCUMÁN,LEALES
CENTRO MEDICO GALENORT,BELLA VISTA,TUCUMÁN,LEALES
CENTRO MEDICO BELLA VISTA,BELLA VISTA,TUCUMÁN,LEALES
LABORATORIO DE ANALISIS CLINICOS NAZAR,BELLA VISTA,TUCUMÁN,LEALES
CENTRO DE SALUD VICLOS,ESTACION ARAOZ,TUCUMÁN,LEALES
HOSPITAL ESTACION ARAOZ,ESTACION ARAOZ,TUCUMÁN,LEALES
CAPS LOS PUESTOS,LOS PUESTOS,TUCUMÁN,LEALES
CAPS MARIA AUXILIADORA (EX GARCIA FERNANDEZ),MANUEL GARCIA FERNANDEZ,TUCUMÁN,LEALES
PUESTO SANITARIO SAN FRANCISCO (HOSP SUMAMPA),SAN FRANCISCO,SANTIAGO DEL ESTERO,QUEBRACHOS
PUESTO SANITARIO SANTA ANA (HOSP SUMAMPA),SANTA ANA,SANTIAGO DEL ESTERO,QUEBRACHOS
SALA DE PRIMEROS AUXILIOS RAMIREZ DE VELAZCO (HOSP SUMAMPA),RAMIREZ DE VELAZCO,SANTIAGO DEL ESTERO,QUEBRACHOS
PUESTO SANITARIO RAMIREZ DE VELAZCO (HOSP SUMAMPA),RAMIREZ DE VELAZCO,SANTIAGO DEL ESTERO,QUEBRACHOS
HOSPITAL DISTRITAL SUMAMPA DR. SCHULD GRAU,SUMAMPA,SANTIAGO DEL ESTERO,QUEBRACHOS
CENTRO DE INTEGRACION COMUNITARIA (CIC) - SUMAMPA,SUMAMPA,SANTIAGO DEL ESTERO,QUEBRACHOS
PUESTO SANITARIO CHAÑAR POZO DE ARRIBA (HOSP TERMAS),CHAÑAR POZO DEL MEDIO,SANTIAGO DEL ESTERO,RÍO HONDO
PUESTO SANITARIO CHAÑAR POZO (HOSP TERMAS),CHAÑAR POZO DEL MEDIO,SANTIAGO DEL ESTERO,RÍO HONDO
CAPS JUAN JORBA,JUAN JORBA,SAN LUIS,GENERAL PEDERNERA
CAPS JUAN LLERENA,JUAN LLERENA,SAN LUIS,GENERAL PEDERNERA
HOSPITAL JUSTO DARACT,JUSTO DARACT,SAN LUIS,GENERAL PEDERNERA
LABORATORIO DE ANALISIS CLINICOS,JUSTO DARACT,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO SALUDDAR,JUSTO DARACT,SAN LUIS,GENERAL PEDERNERA
CENTRO MUTUAL JUSTO DARACT,JUSTO DARACT,SAN LUIS,GENERAL PEDERNERA
CAPS LA PUNILLA,LA PUNILLA,SAN LUIS,GENERAL PEDERNERA
CAPS LAVAISSE,LAVAISSE,SAN LUIS,GENERAL PEDERNERA
CAPS SAN JOSE DEL MORRO,SAN JOSE DEL MORRO,SAN LUIS,GENERAL PEDERNERA
HOSPITAL LA PEDRERA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
SEMPRO VILLA MERCEDES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
POSTA CIUDAD JARDIN,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS SAN JOSE,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
HOSPITAL DE REFERENCIA EVA PERON,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS Nº 1 JUAN DOMINGO PERON,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
HOSPITAL DE DIA JUSTO SUAREZ ROCHA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS LLORENTE RUIZ,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS SAN ANTONIO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS 12 DE OCTUBRE,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
HOSPITAL JUAN D. PERON,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS BARRIO BELGRANO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS DR. HUGO ESPINOSA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS DR. TALLAFERRO - BARRIO EL CRIOLLO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS VILLA CELESTINA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS LAS MIRANDAS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS ALBERT SABIN,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS TRES ESQUINAS (ATE II),VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CAPS RENE FAVALORO (EX PIMPOLLO),VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
HOSPITAL DR. BRAULIO MOYANO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO BIOS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIOS INTERDISCIPLINARIOS TESAI,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO FENIX SALUD,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE ESTIMULACION COGNITIVA INTEGRAL ACCION,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
BANCO PRIVADO DE SANGRE VILLA MERCEDES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIO MEDICO Y SALA DE ENFERMERIA COMPLEJO ARCOR,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
KINEFIQ,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO SALUD DENTAL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIOS MEDICOS VILLA MERCEDES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
LABORATORIO DE ANALISIS CLINICOS LIC. PEDRO ANTONIO YUVERO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO INTEGRAL DE LA VISION SRL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO CON CONSULTORIO DE RADIOLOGIA EXTRAORAL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CLINICA DE CIRUGIA PLASTICA S.R.L,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE DIA NEWEN S.A.,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO FENIX,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO ODONTOLOGICO Y ESPECIALIDADES INTEGRADAS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO SMATA SALUD,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO EDUCATIVO TERAPEUTICO CON INTEGRACION ESCOLAR TRIADA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
ODONTOLOGIA INTEGRAL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO RESPIRAR,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
INSTITUTO DE LA VISION SALUD I.VI.SA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO FONOAUDIOLOGIA INTEGRAL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO Y KINESIOLOGICO GIRAUDO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO OSSIMRA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
OFTALMO-MEDICOS S.R.L,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE SALUD DENTAL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO INTEGRAL VITAL CORPS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
LABORATORIO DE ANALISIS CLINICOS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
LABORATORIO DE ANALISIS CLINICOS ODETTI Y SERVICIO DE CAMARA GAMMA RISSI,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO EDUCATIVO TERAPEUTICO TIERRA DE SOL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIOS ODONTOLOGICOS CLINICA DENTAL MORALES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO PRIVADO DE TOMOGRAFIA COMPUTADA S.R.L,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE RESONANCIA MAGNETICA NUCLEAR GP DIAGNOSTICOS SRL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
GRANDIET VILLA MERCEDES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
REHABILITAR TERAPIA NEUROLOGICA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CPO ESPECIALIDADES MEDICAS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO INTERDISCIPLINARIO DE REHABILITACION,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIO ODONTOLOGICO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO DE OBESIDAD Y CLINICA MEDICA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIO MEDICO CONVIVENCIA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
FRESENIUS MEDICAL CARE ARG. S.A.,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
INSTITUTO CARDIOVASCULAR VILLA MERCEDES,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CLINICA DEL ACONCAGUA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE EMPLEADOS DE COMERCIO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CLINICA DEL NIÑO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
INSTITUTO MODELO CARDIOVASCULAR PRIVADO S.A,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CLINICA DE LA ALIMENTACION,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO INTEGRAL ODONTOLOGICO MERCEDES SRL (CIOM. SRL),VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO PRIVADO DE ESPEC. MEDICAS,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CLINICA PRIVADA DEL OJO,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CONSULTORIOS MEDICOS DE LA EMPRESA COORDINACION MEDICA SRL.,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
SANATORIO DE LA MERCED S.R.L.,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
SERVIVIO DE MAMOGRAFIA DE LA LIGA ARGENTINA DE LUCHA CONTRA EL CANCER (LALCEC),VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO PRIVADO DE NEFROLOGIA Y HEMODIALISIS SRL,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
ADVANCE SERVICIOS INTEGRADOS SRL CLINICA DE LA VISION,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO PROVIDA,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO MEDICO NEXUS S.R.L.,VILLA MERCEDES,SAN LUIS,GENERAL PEDERNERA
CENTRO DE SALUD LA LOLA,LA LOLA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD LA RESERVA,LA RESERVA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD MOUSSY,MOUSSY,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD SANTA ANA,SANTA ANA,SANTA FE,GENERAL OBLIGADO
CENTRO EXTERNO DE MEDICINA DEL TRABAJO,SANTA ANA,SANTA FE,GENERAL OBLIGADO
LABORATORIO ANALISIS CLINICOS DR. J. C. BANDEO,SANTA ANA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD ARROYO CEIBAL,ARROYO CEIBAL,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD PARAJE LAS CLARITAS,ARROYO CEIBAL,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD EL CARMEN,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD AVELLANEDA,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD PEDRO VICENTIN,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD CEFERINO VICENTIN,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD BARRIO BELGRANO - AVELLANEDA,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD POSTA EL TIMBO,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
SANATORIO NORTE,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
LABORATORIO ANALISIS CLINICOS DRES. PIVIDORI - VALTCHEFF - ABBET Y ZAMAR,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CLINICA AVELLANEDA,AVELLANEDA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD BARROS PAZOS,BERNA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD BERNA,BERNA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD ANDINO,PUEBLO ANDINO,SANTA FE,IRIONDO
SAMCO SALTO GRANDE,SALTO GRANDE,SANTA FE,IRIONDO
HOLEPAM ABUELOS FELICES,SALTO GRANDE,SANTA FE,IRIONDO
CENTRO DE SALUD SERODINO,SERODINO,SANTA FE,IRIONDO
SAMCO TOTORAS,TOTORAS,SANTA FE,IRIONDO
GERIATRICO LOS ROBLES,TOTORAS,SANTA FE,IRIONDO
CLINICA 9 DE JULIO  (TOTORAS),TOTORAS,SANTA FE,IRIONDO
SANATORIO REGIONAL TOTORAS,TOTORAS,SANTA FE,IRIONDO
SAMCO VILLA ELOISA,VILLA ELOISA,SANTA FE,IRIONDO
HOSPITAL PROTOMEDICO MANUEL RODRIGUEZ,CAMPO CRESPO,SANTA FE,LA CAPITAL
CENTRO DE SALUD ANGEL GALLARDO,ANGEL GALLARDO,SANTA FE,LA CAPITAL
HOGAR CON CENTRO DE DIA SAN EXPEDITO,ANGEL GALLARDO,SANTA FE,LA CAPITAL
CENTRO DE SALUD ARROYO AGUIAR,ARROYO AGUIAR,SANTA FE,LA CAPITAL
CENTRO DE SALUD RINCON NORTE,RINCON NORTE,SANTA FE,LA CAPITAL
CENTRO DE SALUD RINCON POTREROS,RINCON NORTE,SANTA FE,LA CAPITAL
CENTRO DE SALUD CABAL,CABAL,SANTA FE,LA CAPITAL
PUESTO SANITARIO HUACHANA (SANTOS LUGARES),HUACHANA,SANTIAGO DEL ESTERO,ALBERDI
PUESTO SANITARIO SAN SERAFIN (HHOSP NUEVA ESPERANZA),LA MANGA,SANTIAGO DEL ESTERO,ALBERDI
PUESTO SANITARIO LA MANGA (SAN JOSE DE BOQUERON),LA MANGA,SANTIAGO DEL ESTERO,ALBERDI
CENTRO DE SALUD SAGUIER,PLAZA SAGUIER,SANTA FE,CASTELLANOS
CENTRO DE SALUD PRESIDENTE ROCA,PRESIDENTE ROCA,SANTA FE,CASTELLANOS
CENTRO DE SALUD  Nº 11 MARIA INES TARCHINI DE DELLASANTA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 1 - RAFAELA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 6 BARRIO AMANCAY,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 8 BARRIO ITALIA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 2 MATERNO INFANTIL,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 4 VIRGEN DE FATIMA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 5 MARTIN MIGUEL DE GUEMES,RAFAELA,SANTA FE,CASTELLANOS
SAMCO DR. JAIME FERRE,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 3 SANTA ROSA DE LIMA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 7 17 DE OCTUBRE,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 9 BARRIO JARDIN,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD CONSULTORIO PERIFERICO MOVIL,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD Nº 10 VERONICA SERENO,RAFAELA,SANTA FE,CASTELLANOS
POSTA SANITARIA VILLA DEL PARQUE,RAFAELA,SANTA FE,CASTELLANOS
HOLEPAM MARIA DEL ROSARIO,RAFAELA,SANTA FE,CASTELLANOS
GERIATRICO SAN RAFAEL,RAFAELA,SANTA FE,CASTELLANOS
HOLEPAM NUESTRA SEÑORA DE LOURDES,RAFAELA,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DRES. SCARAÑIA - MARTINEZ Y CHIAPERO,RAFAELA,SANTA FE,CASTELLANOS
CLINICA RAFAELA,RAFAELA,SANTA FE,CASTELLANOS
HOLEPAM MARIA MADRE DE DIOS,RAFAELA,SANTA FE,CASTELLANOS
HOGAR EL CEIBO PARA PERSONAS CON DISCAPACIDAD,RAFAELA,SANTA FE,CASTELLANOS
COMUNIDAD TERAPEUTICA NAZARETH,RAFAELA,SANTA FE,CASTELLANOS
HOLEPAM BELGRANO,RAFAELA,SANTA FE,CASTELLANOS
GERIATRICO SAN FRANCISCO DE ASIS,RAFAELA,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DR. L. SCARAFIA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE ENFERMEDADES RENALES S.R.L.,RAFAELA,SANTA FE,CASTELLANOS
CLINICA PODIO (PSIQUIATRICA),RAFAELA,SANTA FE,CASTELLANOS
CONSULTORIO DR. LUIS ANTONETTI,RAFAELA,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DRES. BERTONE - GRIBAUDO Y OTROS,RAFAELA,SANTA FE,CASTELLANOS
C.E.R. RAFAELA - CENTRO DE ENFERMEDADES RENALES S.R.L.,RAFAELA,SANTA FE,CASTELLANOS
SANATORIO PARRA,RAFAELA,SANTA FE,CASTELLANOS
SANATORIO MORENO,RAFAELA,SANTA FE,CASTELLANOS
SANATORIO NOSTI,RAFAELA,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DRAS. MARTINEZ DE PRA Y GALBERMATTEN,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE OTORRINOLARINGOLOGIA,RAFAELA,SANTA FE,CASTELLANOS
ESCUADRON SEGURIDAD VIAL RAFAELA,RAFAELA,SANTA FE,CASTELLANOS
CENTRO DE SALUD RAMONA,RAMONA,SANTA FE,CASTELLANOS
CENTRO DE SALUD SAN ANTONIO,SAN ANTONIO,SANTA FE,CASTELLANOS
SAMCO SAN VICENTE,SAN VICENTE,SANTA FE,CASTELLANOS
SAMCO SANTA CLARA DE SAGUIER,SANTA CLARA DE SAGUIER,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 3 DEBORA FERRANDINI,SUNCHALES,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 2 ENA RICHIGER - BARRIO 9 DE JULIO,SUNCHALES,SANTA FE,CASTELLANOS
SAMCO DR AMILCAR GOROSITO,SUNCHALES,SANTA FE,CASTELLANOS
CENTRO DE SALUD N° 1 MARIANO MORENO,SUNCHALES,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICO DRA. CARLEN DE DELBINO,SUNCHALES,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DRA. LORENZONE Y MONDINO DE VISENTIN,SUNCHALES,SANTA FE,CASTELLANOS
LABORATORIO ANALISIS CLINICOS DRES. GIOVENALE - GIACOSA Y CANTARUTTI,SUNCHALES,SANTA FE,CASTELLANOS
CLINICA SUNCHALES,SUNCHALES,SANTA FE,CASTELLANOS
CLINICA DIEZ DE SEPTIEMBRE,SUNCHALES,SANTA FE,CASTELLANOS
CENTRO DE SALUD SUSANA,SUSANA,SANTA FE,CASTELLANOS
CENTRO DE SALUD DR. CARLOS FRANZINI,TACURAL,SANTA FE,CASTELLANOS
CENTRO DE SALUD VILA,VILA,SANTA FE,CASTELLANOS
GERIATRICO DR. OSVALDO ANTON,VILA,SANTA FE,CASTELLANOS
CENTRO DE SALUD VIRGINIA,VIRGINIA,SANTA FE,CASTELLANOS
CENTRO DE SALUD ZENON PEREYRA,ZENON PEREYRA,SANTA FE,CASTELLANOS
SAMCO ALEJANDRA,ALEJANDRA,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DR. E. FERREIRA,ALEJANDRA,SANTA FE,SAN JAVIER
CENTRO DE SALUD COLONIA DURAN,COLONIA DURAN,SANTA FE,SAN JAVIER
CENTRO DE SALUD SAN ROQUE,COLONIA DURAN,SANTA FE,SAN JAVIER
CENTRO DE SALUD LA BRAVA,LA BRAVA,SANTA FE,SAN JAVIER
CIC BARRIO LUJAN - ROMANG,ROMANG,SANTA FE,SAN JAVIER
SAMCO ROMANG,ROMANG,SANTA FE,SAN JAVIER
CENTRO DE SALUD BARRIO OBRERO,ROMANG,SANTA FE,SAN JAVIER
GERIATRICO CRUZ AZUL,ROMANG,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DRA. VIZCAYKEES,ROMANG,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DRES. MARIANI Y ORZAN,ROMANG,SANTA FE,SAN JAVIER
CENTRO DE DIA TU LUGAR,SAN JAVIER,SANTA FE,SAN JAVIER
CIC SAN JAVIER - FONAVI,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD BARRIO SAN ANTONIO,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD COLONIA YATAI,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD COLONIA LA CRIOLLA,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD COLONIA TERESA,SAN JAVIER,SANTA FE,SAN JAVIER
SAMCO SAN JAVIER,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD CACIQUE ARACAIQUIN,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD PUEBLO MOCOVI,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD SANTA ROSA - SAN JAVIER,SAN JAVIER,SANTA FE,SAN JAVIER
CENTRO DE SALUD BARRIO EL TRIANGULO DR. MARIO BARONI,SAN JAVIER,SANTA FE,SAN JAVIER
HOLEPAM LA CASITA,SAN JAVIER,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DR. J. SANCHEZ BUGNON,SAN JAVIER,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DR. E. MUCHIUTTI,SAN JAVIER,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICOS DR. P. LITRENTA,SAN JAVIER,SANTA FE,SAN JAVIER
LABORATORIO ANALISIS CLINICO DRA. CAVAGNA,SAN JAVIER,SANTA FE,SAN JAVIER
SAMCO BARRANCAS,BARRANCAS,SANTA FE,SAN JERÓNIMO
CLINICA PRIVADA BARRANCAS,BARRANCAS,SANTA FE,SAN JERÓNIMO
LABORATORIO ANALISIS CLINICOS DR. G. POGGIO,BARRANCAS,SANTA FE,SAN JERÓNIMO
LABORATORIO ANALISIS CLINICOS DR. LORENZATTI,BARRANCAS,SANTA FE,SAN JERÓNIMO
PUESTO SANITARIO BELGRANO (HOSP SUMAMPA),BELGRANO,SANTIAGO DEL ESTERO,QUEBRACHOS
CENTRO DE SALUD RUMI PUNCO,RUMI PUNCO,TUCUMÁN,LA COCHA
CENTRO DE SALUD YANIMA,YANIMAS,TUCUMÁN,LA COCHA
HOSPITAL MARIO V. STIVALA - LA COCHA,LA COCHA,TUCUMÁN,LA COCHA
CIC LA COCHA,LA COCHA,TUCUMÁN,LA COCHA
CENTRO DE SALUD HUASA PAMPA NORTE,LA COCHA,TUCUMÁN,LA COCHA
CAPS SAN IGNACIO EX LOS PIZARROS,LA COCHA,TUCUMÁN,LA COCHA
CENTRO MEDICO EN LA COCHA,LA COCHA,TUCUMÁN,LA COCHA
CENTRO MEDICO LA COCHA,LA COCHA,TUCUMÁN,LA COCHA
LABORATORIO DE ANALISIS CLINICOS Y BACTERIOLOGICOS SUAREZ,LA COCHA,TUCUMÁN,LA COCHA
LABORATORIO DE ANALISIS CLINICOS ROBLES,LA COCHA,TUCUMÁN,LA COCHA
CAPS LOS LOTES DE AGUA DULCE,AGUA DULCE,TUCUMÁN,LEALES
POSTA SANITARIA AGUA SALADA,AGUA SALADA,TUCUMÁN,LEALES
CAPS CARANCHO POZO,CARANCHO POZO,TUCUMÁN,LEALES
POSTA SANITARIA CONDOR HUASI,CONDOR HUASI,TUCUMÁN,LEALES
POSTA SANITARIA CAMPO EL QUIMIL,EL QUIMIL,TUCUMÁN,LEALES
PUESTO SANITARIO CAMPO DEL CISNE (HOPS SUMAMPA),CAMPO DEL CISNE,SANTIAGO DEL ESTERO,QUEBRACHOS
PUESTO SANITARIO CORRAL DEL REY (HOSP SUMAMPA),CORRAL DEL REY,SANTIAGO DEL ESTERO,QUEBRACHOS
CENTRO DE SALUD EL ARAZA,EL ARAZA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD EL RABON,EL RABON,SANTA FE,GENERAL OBLIGADO
SAMCO FLORENCIA,FLORENCIA,SANTA FE,GENERAL OBLIGADO
CIC FLORENCIA,FLORENCIA,SANTA FE,GENERAL OBLIGADO
CENTRO DE SALUD GUADALUPE NORTE,GUADALUPE NORTE,SANTA FE,GENERAL OBLIGADO
